Drug Type,Country,Year,Best,High,Male,Female,Low,Age,Source,Method,Adjustment,Specific notes,Sub-region,Region
Ecstasy,Cabo Verde,2004,0.06,,,,,15-64,UNODC Estimate,,d,,West and Central Africa,Africa
Ecstasy,Cambodia,2003,0.14,,,,,15-64,UNODC Estimate,,,,East and South-East Asia,Asia
Ecstasy,Canada,2017,0.9,,1.2,0.6,,15+,ARQ,HHS,,,North America,Americas
Ecstasy,Canada,2015,0.91,,1.17,0.64,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,Canada,2013,0.5,,0.8,0.2,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,Canada,2012,0.8,,,,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,Canada,2010,0.88,,,,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,Chile,2018,0.27,,0.36,0.17,,15-64,ARQ,HHS,,,South America,Americas
Ecstasy,Chile,2016,0.06,,0.09,0.03,,15-64,ARQ,HHS,,,South America,Americas
Ecstasy,Chile,2014,0.08,,0.1,0.05,,15-64,ARQ,HHS,,,South America,Americas
Ecstasy,Chile,2012,0.05,,0.1,0,,15-64,ARQ,HHS,,,South America,Americas
Ecstasy,Chile,2010,0.01,,,,,15-64,ARQ,HHS,,,South America,Americas
Ecstasy,Chile,2008,0.1,,,,,15-64,ARQ,HHS,,,South America,Americas
Ecstasy,"China, Hong Kong SAR",2008,0.24,0.76,,,0.06,15-64,Government source,SS,"d, e",,East and South-East Asia,Asia
Ecstasy,"China, Taiwan Province of China",2005,0.52,,,,,15-64,AMCEWG,,a,,East and South-East Asia,Asia
Ecstasy,Colombia,2013,0.19,0.29,0.29,0.1,0.09,12-65,ARQ,HHS,,,South America,Americas
Ecstasy,Colombia,2008,0.28,0.39,0.41,0.17,0.17,12-65,ARQ,HHS,,,South America,Americas
Ecstasy,Costa Rica,2015,0.42,,0.57,0.27,,12-70,ARQ,HHS,,,Central America,Americas
Ecstasy,Costa Rica,2015,0.46,,0.63,0.29,,15-64,ARQ,HHS,,,Central America,Americas
Ecstasy,Costa Rica,2010,0.2,,0.32,0.07,,15-64,ARQ,HHS,,,Central America,Americas
Ecstasy,Costa Rica,2006,0.15,0.38,,,0.11,12-70,ARQ,SS,"d, e",,Central America,Americas
Ecstasy,Croatia,2015,0.6,,1,0.2,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Ecstasy,Croatia,2011,0.4,,,,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Ecstasy,Croatia,2007,0.79,0.8,,,0.78,15-64,ESPAD,SS,"d, e",,South-Eastern Europe,Europe
Ecstasy,Cyprus,2016,0.1,,0.1,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Cyprus,2012,0.3,,0.5,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Cyprus,2009,0.6,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Cyprus,2006,1,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,Czechia,2017,0.8,,1.3,0.3,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Czechia,2016,1.6,,2.4,0.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Czechia,2015,1.3,,1.6,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Czechia,2014,1.6,,2.3,0.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Czechia,2013,1.1,,1.2,0.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Czechia,2012,0.6,,0.7,0.5,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Czechia,2010,2.2,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Czechia,2008,3.6,,,,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Ecstasy,Denmark,2017,0.5,,0.8,0.3,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Denmark,2013,0.2,,0.4,0.1,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Denmark,2010,0.3,,,,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Denmark,2008,0.4,,,,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Dominican Republic,2010,0.23,,,,,12-65,CICAD,HHS,,,Caribbean,Americas
Ecstasy,Dominican Republic,2008,0.05,0.52,,,0.02,15-64,Government source,SS,"d, e",,Caribbean,Americas
Ecstasy,Dominican Republic,2000,0.16,,,,,15-64,UNODC Estimate,,"d, e",,Caribbean,Americas
Ecstasy,Ecuador,2013,0.01,,0.01,0,,12-65,ARQ,HHS,,,South America,Americas
Ecstasy,Ecuador,2005,0.2,,,,,15-64,UNODC Estimate,,,,South America,Americas
Ecstasy,El Salvador,2014,0.02,,0.04,0,,12-65,Government source,HHS,,,Central America,Americas
Ecstasy,El Salvador,2005,0.02,0.03,,,0,15-64,UNODC Estimate,HHS,"a, e",,Central America,Americas
Ecstasy,Estonia,2018,0.98,,1.54,0.6,,16-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,Estonia,2008,1.2,,1.6,0.8,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Estonia,2003,1.7,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Finland,2014,1.1,,1.6,0.5,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Finland,2010,0.4,,0.6,0.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Finland,2006,0.5,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,France,2017,0.6,,0.8,0.3,,18-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,France,2014,0.9,,1.2,0.6,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,France,2010,0.3,,0.4,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,France,2005,0.5,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,Georgia,2015,0.1,,0.1,0,,18-64,ARQ,HHS,,,Central Asia and Transcaucasia,Asia
Ecstasy,Georgia,2009,0.54,0.91,,,0.17,15-64,ARQ,SS,"a, b, d, e",,Central Asia and Transcaucasia,Asia
Ecstasy,Georgia,2007,1.72,2.4,,,0.7,15-64,ARQ,SS,"d, e",,Central Asia and Transcaucasia,Asia
Ecstasy,Germany,2018,1.08,,1.18,0.97,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Germany,2015,0.6,0.9,0.7,0.6,0.5,18-64,ARQ/Academic,HHS,,,Western and Central Europe,Europe
Ecstasy,Germany,2012,0.4,,0.7,0.1,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Germany,2009,0.4,,0.6,0.2,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Germany,2006,0.4,,,,,18-64,Government source,HHS,,,Western and Central Europe,Europe
Ecstasy,Greece,2015,0.2,,0.3,0.1,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Greece,2004,0.2,,0.2,0.1,,15-64,EMCDDA,,,,Western and Central Europe,Europe
Ecstasy,Guatemala,2005,0.08,,,,,15-64,UNODC Estimate,,,,Central America,Americas
Ecstasy,Guyana,2010,0.28,0.48,,,0.08,15-64,UNODC Estimate,SS,"d, e",,South America,Americas
Ecstasy,Guyana,2002,0.13,,,,,15-64,UNODC Estimate,,,,South America,Americas
Ecstasy,Haiti,2010,0.24,0.41,,,0.06,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Ecstasy,Haiti,2005,0.56,1.17,,,0.11,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Ecstasy,Honduras,2005,0.08,,,,,15-64,UNODC Estimate,,d,,Central America,Americas
Ecstasy,Hungary,2015,0.88,,0.99,0.81,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Hungary,2007,0.5,0.8,,,0.2,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Iceland,2015,0.52,0.67,,,0.37,15-64,ESPAD/UNODC Estimate,SS,"d, e",,Western and Central Europe,Europe
Ecstasy,Iceland,2011,0.58,1,,,0.16,15-64,ESPAD,SS,d,,Western and Central Europe,Europe
Ecstasy,Iceland,2007,0.5,,,,,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Ecstasy,Indonesia,2015,0.03,,0.05,0,,10-60,ARQ,HHS,,20 of 34 provinces.,East and South-East Asia,Asia
Ecstasy,Indonesia,2015,0.27,,,,,10-59,Government source,HHS,,Estimate for 13 provinces.,East and South-East Asia,Asia
Ecstasy,Indonesia,2010,0.19,,,,,10-60,ARQ,HHS,,,East and South-East Asia,Asia
Ecstasy,Indonesia,2008,0.2,,,,,10-59,ARQ,HHS,,,East and South-East Asia,Asia
Ecstasy,Iran (Islamic Republic of),2011,0.08,,,,,15-64,Government source,,,,Near and Middle East/South-West Asia,Asia
Ecstasy,Ireland,2015,2.1,,3.1,1.1,,15-64,ARQ,HHS,,Data for 2014-15.,Western and Central Europe,Europe
Ecstasy,Ireland,2011,0.5,,0.6,0.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Ireland,2007,1.2,,,,,15-64,Government source,,,,Western and Central Europe,Europe
Ecstasy,Israel,2016,0.6,,0.9,0.3,,18-65,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Ecstasy,Israel,2009,1,,1.27,0.58,,18-40,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Ecstasy,Israel,2005,0.7,,,,,18-40,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Ecstasy,Italy,2017,0.35,,0.45,0.26,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Italy,2013,0.4,,0.6,0.3,,15-64,ARQ,HHS,,Data refers to 2013/14. New Survey reported,Western and Central Europe,Europe
Ecstasy,Italy,2012,0.06,,0.11,0.02,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Italy,2008,0.66,0.7,,,0.7,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Italy,2005,0.5,,,,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Jamaica,2010,0.23,0.4,,,0.06,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Ecstasy,Japan,2017,0,,,,,15-64,ARQ,HHS,,,East and South-East Asia,Asia
Ecstasy,Japan,2009,0.1,,,,,15-64,UNODC Estimate,HHS,e,,East and South-East Asia,Asia
Ecstasy,Kenya,2007,0.25,0.3,,,0.2,15-65,Government source,HHS,"b, e",,East Africa,Africa
Ecstasy,Latvia,2015,0.3,,0.5,0.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Latvia,2011,0.4,,0.6,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Latvia,2007,1.5,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,Lebanon,2009,1,1.7,,,0.3,15-64,Government source/ NGO/Academic research,SS,"d, e",,Near and Middle East/South-West Asia,Asia
Ecstasy,Lebanon,2001,0.5,,,,,15-64,UNODC Estimate,,"d, e",,Near and Middle East/South-West Asia,Asia
Ecstasy,Lithuania,2016,0.4,,0.6,0.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Lithuania,2012,0.2,,0.2,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Lithuania,2008,1,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Lithuania,2004,0.4,,,,,15-64,ARQ,HHS,"b, c",,Western and Central Europe,Europe
Ecstasy,Luxembourg,2010,0.48,0.86,,,0.11,15-64,ARQ,SS,d,,Western and Central Europe,Europe
Ecstasy,Luxembourg,2006,0.71,1.2,,,0.23,15-64,ARQ,SS,d,,Western and Central Europe,Europe
Ecstasy,Lxzembourg,2014,0.2,,,,,15-64,Government source,HHS,,Data collected in 2014,Western and Central Europe,Europe
Ecstasy,Malaysia,2003,0.44,,,,,15-64,UNODC Estimate,,"e, g",,East and South-East Asia,Asia
Ecstasy,Malta,2013,0,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Malta,2011,0.86,1.4,,,0.31,15-64,ESPAD,SS,d,,Western and Central Europe,Europe
Ecstasy,Malta,2007,0.88,0.89,,,0.87,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Ecstasy,Mexico,2011,0.1,,,,,12-65,Government source,HHS,,,North America,Americas
Ecstasy,Montenegro,2015,0.9,1.57,,,0.24,15-64,ESPAD/UNODC Estimate,SS,"d, e",,South-Eastern Europe,Europe
Ecstasy,Montenegro,2011,0.86,1.4,,,0.31,15-64,ESPAD,SS,d,,South-Eastern Europe,Europe
Ecstasy,Montenegro,2008,0.45,1.47,,,0.12,15-64,ESPAD,SS,"d, e",,South-Eastern Europe,Europe
Ecstasy,Netherlands,2017,3.3,3.8,4.1,2.6,2.9,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Netherlands,2016,3.6,,4.6,2.5,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Netherlands,2015,3.4,,4.4,2.4,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Netherlands,2014,2.5,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Netherlands,2009,1.4,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Netherlands,2005,1.2,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,New Zealand,2013,2,2.4,2.7,1.5,1.7,15+,Government source,HHS,,2012/13 New Zealand Health Survey: Drug Module,Australia and New Zealand,Oceania
Ecstasy,New Zealand,2008,2.6,3.1,3.6,1.5,2,16-64,Government source,HHS,,2007/08 New Zealand Alcohol and Drug Use Survey,Australia and New Zealand,Oceania
Ecstasy,New Zealand,2007,2.6,,,,,16-64,Government source,HHS,,,Australia and New Zealand,Oceania
Ecstasy,New Zealand,2006,2.6,,,,,15-64,ARQ,HHS,"a, z",,Australia and New Zealand,Oceania
Ecstasy,Nicaragua,2006,0.01,0.02,,,0,12-65,UNODC Estimate,"HHS, c",e,,Central America,Americas
Ecstasy,Nigeria,2017,0.34,1.25,,,0,15-64,Government/UNODC,HHS/I,,,West and Central Africa,Africa
Ecstasy,North Macedonia,2017,0.8,,1.2,0.4,,15-64,ARQ,HHS,,UNODC best estimate based on ARQ data on prevalence of male and female,South-Eastern Europe,Europe
Ecstasy,North Macedonia,2015,0.63,1.14,,,0.12,15-64,ESPAD/UNODC Estimate,SS,"d, e",,South-Eastern Europe,Europe
Ecstasy,North Macedonia,2008,0.75,1.82,,,0.2,15-64,ESPAD,SS,"d, e",,South-Eastern Europe,Europe
Ecstasy,North Macedonia,1999,0.1,,,,,15-64,UNODC Estimate,,d,,South-Eastern Europe,Europe
Ecstasy,Norway,2018,0.7,,1.3,0.1,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Norway,2017,1,,1.3,0.7,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Norway,2016,0.6,,0.6,0.6,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Norway,2015,0.6,,1,0.2,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Norway,2014,0.1,,0.2,0.1,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Norway,2013,0.4,,0.8,0,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Norway,2009,0.3,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Norway,2004,0.5,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,Panama,2015,0.04,,,,,12-65,ARQ,HHS,,Urban areas,Central America,Americas
Ecstasy,Panama,2003,0.4,,,,,15-64,UNODC Estimate,,d,,Central America,Americas
Ecstasy,Paraguay,2005,0.09,,,,,15-64,UNODC Estimate,,,,South America,Americas
Ecstasy,Peru,2010,0.04,,,,,12-65,Government source,HHS,,,South America,Americas
Ecstasy,Peru,2006,0.04,,,,,12-64,ARQ,HHS,c,,South America,Americas
Ecstasy,Philippines,2012,0.02,,,,,10-69,ARQ,HHS,,Data refers to 2012/13. 17 of 18 regions.,East and South-East Asia,Asia
Ecstasy,Philippines,2004,0.18,,,,,15-64,Government source,HHS,,,East and South-East Asia,Asia
Ecstasy,Poland,2019,0.3,,0.3,0.3,,15-64,ARQ,HHS,,Data refers to 2018/19,Western and Central Europe,Europe
Ecstasy,Poland,2016,1.2,,0.9,1.5,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Poland,2014,0.3,,0.7,,,15-64,ARQ,HHS,,Data refers to 2014/15,Western and Central Europe,Europe
Ecstasy,Poland,2012,0.1,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Poland,2010,1.5,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Poland,2006,0.3,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,Portugal,2017,0.1,,0.2,0,,15-64,ARQ,HHS,,Data refers to 2016/2017,Western and Central Europe,Europe
Ecstasy,Portugal,2012,0.2,,0.3,0.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Portugal,2007,0.4,,0.6,0.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Puerto Rico,2005,0.42,0.99,,,0.09,15-64,Government source,SS,,,Caribbean,Americas
Ecstasy,Republic of Korea,2004,0.08,0.08,,,0.04,15-64,ARQ,HHS,"c, e",,East and South-East Asia,Asia
Ecstasy,Republic of Moldova,2010,0.1,,,,,15-64,Government sources,HHS,,,Eastern Europe,Europe
Ecstasy,Republic of Moldova,2008,0.32,,,,,15-64,Government source,HHS,,,Eastern Europe,Europe
Ecstasy,Romania,2016,0.1,,0.2,0.1,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Ecstasy,Romania,2013,0.2,,0.1,0.2,,15-64,EMCDDA,HHS,,,South-Eastern Europe,Europe
Ecstasy,Romania,2010,0.2,,,,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Ecstasy,Romania,2007,0.1,,,,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Ecstasy,Russian Federation,2007,0.68,,,,,15-64,ESPAD/UNODC Estimate,SS,"d, e",Approximate adjustment,Eastern Europe,Europe
Ecstasy,Saint Lucia,2010,0.17,0.3,,,0.03,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Ecstasy,Serbia,2014,0.1,,0.1,0.1,,18-64,Government sources,HHS,,,South-Eastern Europe,Europe
Ecstasy,Serbia,2008,0.63,0.86,,,0.39,15-64,Government sources,HHS,"a, e",,South-Eastern Europe,Europe
Ecstasy,Slovakia,2015,0.6,,1,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Slovakia,2010,0.46,,,,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Slovakia,2006,1.6,,,,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Slovakia,2004,1.2,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Ecstasy,Slovenia,2012,0.3,,0.4,0.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Slovenia,2008,0.46,0.74,,,0.18,18-65,ARQ,HHS,e,,Western and Central Europe,Europe
Ecstasy,Slovenia,2007,0.68,0.69,,,0.68,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Ecstasy,South Africa,2011,0.31,0.38,,,0.24,15-64,ARQ,SS,"b, d, e",,Southern Africa,Africa
Ecstasy,South Africa,2004,0.4,,,,,15-64,UNODC Estimate,,"d, e",,Southern Africa,Africa
Ecstasy,Spain,2017,0.6,0.7,1,0.3,0.5,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Spain,2015,0.6,,0.9,0.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Spain,2013,0.7,,1,0.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Spain,2011,0.8,,1.4,0.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Spain,2009,1.4,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Suriname,2013,0.1,,0.1,0.2,,12-65,ARQ,HHS,,,South America,Americas
Ecstasy,Suriname,2007,0.1,0.21,,,0.01,12-65,Government source,HHS,"c, e",,South America,Americas
Ecstasy,Suriname,2002,0.1,,,,,15-65,UNODC Estimate,,,,South America,Americas
Ecstasy,Sweden,2017,0.9,,,,,17-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Sweden,2013,0.5,,0.6,0.3,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Sweden,2008,0.1,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Sweden,2007,0.25,,,,,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Ecstasy,Switzerland,2016,0.18,,,,,15-64,Government source,HHS,a,,Western and Central Europe,Europe
Ecstasy,Switzerland,2015,0.31,,,,,15-64,ARQ,HHS,a,,Western and Central Europe,Europe
Ecstasy,Switzerland,2013,0.22,,0.31,0.13,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Switzerland,2012,0.3,,,,,15+,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Switzerland,2011,0.29,0.5,,,0.07,15-64,ARQ,HHS,e,,Western and Central Europe,Europe
Ecstasy,Switzerland,2007,0.33,0.51,,,0.13,15-64,ARQ,"HHS, SS","d, e",,Western and Central Europe,Europe
Ecstasy,Thailand,2019,0.44,,,,,15-64,Government source,HHS,,,East and South-East Asia,Asia
Ecstasy,Thailand,2007,0.3,,,,,15-64,ARQ,HHS,,,East and South-East Asia,Asia
Ecstasy,Trinidad and Tobago,2010,0.14,0.26,,,0.02,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Ecstasy,Trinidad and Tobago,2006,0.13,0.62,,,0.04,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Ecstasy,Trinidad and Tobago,2005,0.11,,,,,15-64,UNODC Estimate,,,,Caribbean,Americas
Ecstasy,Turkey,2018,0.1,,0.2,,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Ecstasy,Turkey,2017,0.1,,0.2,,,15-64,EMCDDA,HHS,,,South-Eastern Europe,Europe
Ecstasy,Turkey,2011,,,0.1,,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Ecstasy,Turkey,2003,0.26,,,,,15-64,UNODC Estimate,,,,South-Eastern Europe,Europe
Ecstasy,Ukraine,2015,0.57,1.12,,,0.01,15-64,ESPAD/UNODC Estimate,SS,"d, e",,Eastern Europe,Europe
Ecstasy,Ukraine,2011,0.93,1.49,,,0.37,15-64,ESPAD,SS,"d, e",,Eastern Europe,Europe
Ecstasy,Ukraine,2007,0.68,0.69,,,0.68,15-64,ESPAD,SS,"d, e",,Eastern Europe,Europe
Ecstasy,United Kingdom (England and Wales),2018,1.55,,2.07,1.04,,16-59,Government source,HHS,,Data refers to 2018/19. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (England and Wales),2017,1.66,,2.23,1.09,,16-59,Government source,HHS,,Data refers to 2017/18. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (England and Wales),2016,1.34,,1.75,0.93,,16-59,Government source,HHS,,Data refers to 2016/17. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (England and Wales),2015,1.5,,2.18,0.83,,16-59,Government source,HHS,,Data refers to 2015/16. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (England and Wales),2014,1.68,,2.52,0.85,,16-59,Government source,HHS,,Data refers to 2014/15. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (England and Wales),2013,1.58,,2.29,0.89,,16-59,Government source,HHS,,Data refers to 2013/14. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (England and Wales),2012,1.24,,1.85,0.64,,16-59,Government source,HHS,,Data refers to 2012/13. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (England and Wales),2011,1.38,,2.01,0.76,,16-59,Government source,HHS,,Data refers to 2011/12. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (England and Wales),2010,1.35,,1.86,0.85,,16-59,Government source,HHS,,Data refers to 2010/11. Crime Survey for England and Wales.,Western and Central Europe,Europe
Ecstasy,United Kingdom (Northern Ireland),2014,0.8,,,,,15-64,Government source,HHS,,Data refers to 2014/15,Western and Central Europe,Europe
Ecstasy,United Kingdom (Northern Ireland),2011,1.1,,,,,15-64,Government source,HHS,,Data refers to 2010/11,Western and Central Europe,Europe
Ecstasy,United Kingdom (Northern Ireland),2006,1.8,,,,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Ecstasy,United Kingdom (Scotland),2014,1.7,,2.66,0.78,,16-64,Government source,HHS,,Data refers to 2014/15,Western and Central Europe,Europe
Ecstasy,United Kingdom (Scotland),2012,1.7,,2.6,0.7,,16-64,Government source,HHS,,Data refers to 2012/13,Western and Central Europe,Europe
Ecstasy,United Kingdom (Scotland),2011,1.7,,,,,16-64,Government source,HHS,,Data refers to 2010/11,Western and Central Europe,Europe
Ecstasy,United Kingdom (Scotland),2010,2.4,,,,,16-64,Government source,HHS,,Data refers to 2009/10,Western and Central Europe,Europe
Ecstasy,United States of America,2018,1.2,,1.4,1,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,United States of America,2017,1.2,,1.4,0.9,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,United States of America,2015,1.2,,1.6,0.9,,15-64,ARQ,HHS,,Data not directly comparable to previous years.,North America,Americas
Ecstasy,United States of America,2014,1.1,,1.4,0.9,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,United States of America,2013,1.2,,1.5,1,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,United States of America,2012,1.2,,,,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,United States of America,2010,1.3,,,,,15-64,ARQ,HHS,,,North America,Americas
Ecstasy,Uruguay,2018,0.9,,1.1,0.6,,15-65,ARQ,HHS,,,South America,Americas
Ecstasy,Uruguay,2014,0.4,,0.7,0.1,,15-65,ARQ,HHS,,,South America,Americas
Ecstasy,Uruguay,2011,0.2,,0.2,0.1,,15-65,ARQ,HHS,,,South America,Americas
Ecstasy,Uruguay,2006,0.1,,,,,15-64,ARQ,HHS,,,South America,Americas
Ecstasy,Venezuela (Bolivarian Republic of),2011,0.13,,,,,15-64,Government source,HHS,,,South America,Americas
Ecstasy,Venezuela (Bolivarian Republic of),2005,0.04,,,,,15-64,Government source,HHS,"a, e",,South America,Americas
Ecstasy,Viet Nam,2003,0.22,,,,,15-64,UNODC Estimate,,,,East and South-East Asia,Asia
Ecstasy,Zambia,2003,0.3,,,,,15-64,UNODC Estimate,,"e, f",,Southern Africa,Africa
Opiates,Afghanistan,2009,2.65,2.96,3.9,1.3,2.34,15-64,UNODC/ Government source,HHS,,,Near and Middle East/South-West Asia,Asia
Opiates,Albania,2007,0.45,,,,,15-64,ARQ,R,"h,g",Problem opiate users,South-Eastern Europe,Europe
